x,y
3.943878251858569, 0.24313913992068326
4.142666607389384, 0.2454825544199899
4.526074046108745, 0.24229385031062733
5.472146081857788, 0.2525915406702728
5.787674179, 0.24607501186989467
6.1213958661171235, 0.24520179751379256
6.480730880142266, 0.2459097275622133
6.807387473482629, 0.23185225945784005
7.660128102900515, 0.2589034137867907
8.396561420606645, 0.26230784284871955
8.921566822, 0.2606128610785561
10.121761692830699, 0.2541065210368689
10.807653685119327, 0.26208079705316134
11.131285202941015, 0.26586761903392464
12.964339945629881, 0.2821262363773416
13.820184454249882, 0.2909923432471002
14.732527776230752, 0.30514905740836973
15.551396734452165, 0.29026780929562435
16.99069218242025, 0.30912330223422035
18.023488451800844, 0.31405164254999196
19.788650218597713, 0.3152415889355762
21.85527470085039, 0.32627110890107325
23.18376949876574, 0.3431914924109334
24.738570976783286, 0.3593702349176864
26.36305049798952, 0.36815017759356294
28.149518681851145, 0.3765653375508151
30.35411548, 0.3972648700256345
34.156482784865176, 0.4088850864210132
36.23271886, 0.4226311055559684
40.17441304567613, 0.43786896022295707
42.72136743751414, 0.4467501615500389
44.54491725961313, 0.45310681488994486
48.191287675826636, 0.48436743600468724
52.033692457321166, 0.5008264322690605
55.08814735909045,0.518464306
58.379291242250254, 0.5321281857800058
61.6241512, 0.5251828486045245
65.20950550715317, 0.5592246234809233
68.66496689522185, 0.5774247653974367
74.46863844798995, 0.6086702920548568
78.80129778218242, 0.6268402450567256
89.19730019093745, 0.6795146180519254
93.60112393596296, 0.6945615278337858
103.02110582778624, 0.7349750505074129
112.27939248919978, 0.7780942546560858
123.07376621377769, 0.8172102829357062
130.5549285607553, 0.8538822670005386
138.30935178406583, 0.8884460585260037
148.45843660548115, 0.9208131033624793
158.41468624256748, 0.9505710712507751
177.38437189407207, 1.0371717465238568
187.24381747081895, 1.0685833122118238
203.23646232107822, 1.1350945226602027
220.01726110445907,1.198800177
231.7139872341798, 1.2489193095857214
252.7446891597767, 1.325099777820557
265.4841039993555, 1.3759404258253713
285.80725475144635, 1.4561693533012257
297.2750327180961, 1.4889941375560038
323.1948696533015, 1.595615723660119
334.5137677684701, 1.6364066077668058
366.3730266004503, 1.7575320805506056
383.89473144852417, 1.8180872697138444
404.5688132, 1.8874249172958475
421.49213132146497, 1.9537468180919735
449.3170516437382, 2.0172825336406683
473.12642898651677, 2.0800119535940578
515.6452902572395, 2.185736677358932
574.5599103259591, 2.2944117385946177
600.5596579711739, 2.3470461112779137
644.9455598591169, 2.4193542222738245
679.1213209259611, 2.473265963408031
716.8685002979771, 2.524517306439159
767.9599560421345, 2.5871410651912914
794.8553721367482, 2.615146315010165
881.3262995263894, 2.7150338863413115
1000.5446141222814, 2.825357765465183
1088.8538996434659, 2.9002296700373096
1150.505960092737, 2.945126246535697
1219.2409028094717, 2.977571782550249
1280.6958663218934, 3.0143041444443703
1385.5314302069144, 3.0561459801421327
1471.1985642256395, 3.1065675053819612
1551.4446817791804, 3.127403894269837
1645.7508031713244, 3.1591379781959255
1711.785182934068, 3.1976942536831725
