x,y
3.9828577582942577, 0.7595055675774685
4.218040005297297,0.797598946
4.5483858846261525, 0.8125449748655829
4.824864083566489, 0.8276922627886361
5.168733746823618, 0.8585906169276392
5.591837413, 0.9140577161017767
6.005116499941134, 0.9334628988611975
6.3963014726241285, 0.9723676047383041
7.555378345, 1.0401588251676248
8.030419947093812, 1.0965486988327413
8.287173032, 1.0855810661422662
8.834253066, 1.1271210126935802
10.039144238744043, 1.1863931729844115
10.701881138887536, 1.2517408523475204
11.40836879988938, 1.2597736193859372
13.820184454249882, 1.4073194239697546
14.612275593451617, 1.4419058571812027
15.58201651215807, 1.4968446503490558
18.345400056627607, 1.5985360093302354
19.498860259196682, 1.6517515186204434
20.582653321016952, 1.6881216135388275
21.408515136369466, 1.7352540565280972
23.972120898151925, 1.8259219333267094
25.554647129082326, 1.8812174588359483
26.97503523831565, 1.9599124120864104
29.240625211812013, 2.020293260267575
30.654121812599524, 2.0747359489380965
34.291119377316015, 2.198217666509926
36.411332499374126, 2.286010552337194
38.43516102113815, 2.357651362532309
40.57147874899137, 2.404602672033711
41.99236898414324, 2.4835391366013333
46.104964857370554, 2.5776228890920088
49.87903809038798, 2.7142126334026315
52.91098545939189, 2.7928472088238046
56.12723279, 2.8926442134110175
63.84510695158769, 3.123849035110066
67.10715940531036, 3.2149410661594366
71.42009148128793, 3.348204998373351
75.01996998, 3.4576458517438624
84.00338738040713, 3.6971561470102845
89.02202111, 3.8583362717448715
94.06254218520765, 4.003680801302501
97.83672331891135, 4.118533017623102
116.32598068753018, 4.670157947876811
120.87452487391208,4.797543344
128.0119985399178, 4.935276493139307
135.3488882963922, 5.0869617010695105
142.8719016474691, 5.283108136191494
139.40186477315996, 5.167016664924724
149.3370819039871, 5.557676314886404
154.56715011856306, 5.681582941431859
166.3994649195588, 6.021921444294906
171.38224036422173, 6.169696181481447
174.7867106406909, 6.285848030577506
189.71538399065201, 6.651657172300704
195.71689732702762, 6.792357640488801
200.58874643575578, 6.922557397866264
204.57339749168455, 7.003438531685591
217.00859668636673, 7.323677506752386
223.50684538790145, 7.452053350536723
230.19968193909668, 7.583956265848733
235.92988781606067, 7.6735947006579535
251.50486500375564, 7.963793189910235
261.5962881620078, 8.143190815187257
269.4297001366124, 8.272154504226204
276.1364324750173, 8.375313379891509
295.81676758987084, 8.673387402251764
306.1768325769792,8.818456458
318.4619228822561, 8.980218725601915
326.38918136809554, 9.061039481591951
353.1068391465692, 9.377509873813914
369.0854839225367, 9.546265906678624
382.01155850035514,9.670172533
391.52071532953806, 9.746584449804526
425.6579686511785, 10.07886628607173
442.7371399915696, 10.205357838433649
462.77169810477744, 10.349777077757416
505.6016258536524, 10.628739756127462
529.7819061027636, 10.75866781327312
552.3955010921559, 10.871020890609705
615.5089856704379, 11.188539844466998
644.4171884737004, 11.31001299291779
665.8934940349236, 11.397787262247691
744.4110342017874, 11.632732490471236
790.9562560200284, 11.767780084392085
826.7482816823442, 11.853649936356474
937.2001186826014, 12.116640666285084
1001.529136242065, 12.234864229648647
1166.4568781567673, 12.471598905787765
1243.4608535152672, 12.539062828067479
1308.2793428297973, 12.609862122266868
1536.2609740928863, 12.78565418483814
1641.7092739898785, 12.845152007265941
1728.703692404601, 12.895660577209663
104.94890347727448, 4.335020931815427
110.17542239977102, 4.491286957008196
